customer,project,total_hours,discount%,weekday,hour,num_projects,Frontend%,Backend%,UI/UX%,DevOps%,Maintenance%,Testing%,Consulting%,Security%,class,labels,num_orders,total_items
217,217,41.0,7.8,4,10,4,22.4,21.7,7.0,5.4,1.3,12.7,19.2,10.3,backend_focused,2,1.0,41.0
218,218,38.0,19.95,3,16,1,26.8,33.8,6.7,6.1,9.9,8.1,4.0,4.5,startups,7,1.0,38.0
219,219,46.0,22.05,2,21,2,25.0,22.5,13.7,12.4,5.3,10.2,11.0,0.0,web_dev,0,1.0,46.0
220,220,80.0,12.38,4,12,2,17.1,21.3,5.6,4.1,18.0,9.7,18.8,5.5,consulting,8,1.0,80.0
222,222,55.0,8.17,2,9,5,14.0,17.7,19.2,5.6,11.0,20.7,7.0,4.8,backend_focused,2,1.0,55.0
223,223,21.0,22.49,6,16,7,20.8,25.7,13.5,11.0,0.0,7.5,16.3,5.3,small_projects,3,1.0,21.0
224,224,38.0,15.25,1,18,6,14.9,21.7,13.7,16.0,10.8,8.8,0.0,14.1,specialized,6,1.0,38.0
225,225,61.0,17.94,2,19,5,10.6,17.3,1.5,15.5,1.0,13.4,14.8,25.9,frontend_focused,1,1.0,61.0
226,226,46.0,17.87,1,20,5,19.8,16.7,9.5,12.9,9.6,17.7,0.0,13.8,backend_focused,2,1.0,46.0
227,227,29.0,12.54,1,18,6,23.7,18.6,15.1,6.3,13.8,6.7,10.4,5.3,small_projects,3,1.0,29.0
228,228,34.0,5.68,2,20,5,24.5,10.7,14.7,3.5,0.8,17.0,13.9,15.0,backend_focused,2,1.0,34.0
229,229,55.0,7.03,3,13,1,21.5,22.2,13.8,6.5,11.6,12.6,9.2,2.7,web_dev,0,1.0,55.0
230,230,34.0,24.02,7,13,7,20.2,27.2,19.6,10.3,12.1,3.5,7.1,0.0,web_dev,0,1.0,34.0
231,231,48.0,9.19,7,9,7,28.6,24.4,0.0,16.7,4.8,11.0,11.8,2.7,enterprise,4,1.0,48.0
232,232,46.0,11.72,1,15,6,21.1,11.7,17.6,8.3,0.0,6.6,21.7,13.0,maintenance,5,1.0,46.0
233,233,35.0,5.92,2,12,3,12.9,21.0,13.0,14.6,17.3,9.4,1.6,10.2,specialized,6,1.0,35.0
234,234,77.0,5.27,5,17,7,20.2,16.2,3.7,10.7,6.5,15.0,8.0,19.5,consulting,8,1.0,77.0
235,235,55.0,8.85,6,13,5,24.3,19.2,7.1,9.5,9.1,14.3,0.0,16.6,frontend_focused,1,1.0,55.0
237,237,48.0,20.26,6,15,3,17.9,23.6,4.1,15.0,12.5,2.3,4.5,20.1,frontend_focused,1,1.0,48.0
238,238,35.0,10.79,7,16,5,19.6,14.8,16.5,14.0,1.3,12.9,7.1,13.9,web_dev,0,1.0,35.0
239,239,58.0,23.66,7,14,7,14.4,26.4,16.6,0.0,13.8,9.4,9.6,9.9,startups,7,1.0,58.0
240,240,33.0,13.78,7,8,3,31.0,14.2,12.9,7.4,4.7,0.0,19.7,10.3,small_projects,3,1.0,33.0
241,241,43.0,25.83,3,19,6,17.3,20.1,0.0,23.4,11.8,10.2,10.6,6.6,enterprise,4,1.0,43.0
242,242,53.0,32.69,2,8,1,5.4,23.5,11.0,9.7,14.7,21.9,3.6,10.2,specialized,6,1.0,53.0
243,243,58.0,23.23,6,11,7,21.8,33.4,6.9,18.0,14.3,0.0,5.5,0.0,startups,7,1.0,58.0
244,244,27.0,15.76,3,19,7,23.7,26.0,5.3,5.6,15.1,17.2,7.1,0.0,small_projects,3,1.0,27.0
245,245,40.0,20.59,6,9,3,24.6,22.7,10.9,12.8,5.2,12.5,7.9,3.3,enterprise,4,1.0,40.0
246,246,38.0,15.12,1,16,7,19.5,14.9,12.6,2.6,7.2,18.0,9.3,15.8,backend_focused,2,1.0,38.0
247,247,35.0,0.31,6,11,5,15.5,5.6,19.2,5.6,19.6,9.1,5.2,20.1,frontend_focused,1,1.0,35.0
248,248,71.0,9.76,6,12,7,20.2,19.9,14.7,1.3,13.7,16.1,13.2,0.8,consulting,8,1.0,71.0
249,249,51.0,7.39,5,9,6,21.6,19.9,21.0,1.3,14.5,1.9,1.5,18.4,web_dev,0,1.0,51.0
250,250,26.0,9.59,3,16,6,19.4,19.9,2.2,0.0,13.5,14.5,9.9,20.6,small_projects,3,1.0,26.0
251,251,59.0,29.35,1,15,3,34.1,9.5,12.7,2.9,12.1,9.6,7.7,11.4,consulting,8,1.0,59.0
252,252,77.0,23.98,7,21,3,19.7,20.1,15.2,1.0,6.9,22.0,13.7,1.4,consulting,8,1.0,77.0
253,253,60.0,18.53,5,14,5,21.2,8.2,10.3,4.2,11.1,1.3,25.2,18.5,maintenance,5,1.0,60.0
254,254,22.0,21.5,3,19,1,33.0,13.8,1.2,13.3,14.1,12.5,0.0,12.1,small_projects,3,1.0,22.0
255,255,38.0,0.0,1,14,5,18.3,25.0,13.5,11.3,0.0,11.2,15.5,5.2,backend_focused,2,1.0,38.0
256,256,64.0,20.83,6,19,2,22.1,24.4,14.1,4.6,9.4,5.9,4.7,14.9,consulting,8,1.0,64.0
257,257,34.0,22.52,4,15,2,19.8,19.3,13.0,4.9,5.5,8.4,12.6,16.5,frontend_focused,1,1.0,34.0
258,258,52.0,0.0,5,17,3,25.8,22.5,9.7,12.7,15.1,9.8,1.1,3.2,optimization,9,1.0,52.0
259,259,57.0,21.12,1,17,4,24.1,19.2,5.1,7.3,14.6,10.5,12.6,6.7,optimization,9,1.0,57.0
260,260,31.0,3.61,7,14,7,22.6,17.3,8.7,9.6,17.7,7.1,9.3,7.9,optimization,9,1.0,31.0
261,261,44.0,0.0,4,17,2,19.4,10.8,14.1,11.3,21.6,11.8,3.4,7.6,optimization,9,1.0,44.0
263,263,30.0,6.94,4,13,7,12.8,28.1,12.9,12.0,7.4,5.3,7.8,13.8,small_projects,3,1.0,30.0
264,264,41.0,9.27,6,16,2,20.1,19.6,11.4,15.8,11.2,7.2,2.9,11.8,enterprise,4,1.0,41.0
265,265,26.0,22.92,5,11,4,19.8,28.7,0.0,1.0,0.0,21.2,8.5,20.8,backend_focused,2,1.0,26.0
266,266,69.0,12.56,2,12,4,13.3,12.9,10.1,23.1,16.2,12.8,1.0,10.7,consulting,8,1.0,69.0
267,267,24.0,13.56,3,13,7,30.6,21.9,15.4,12.9,1.5,1.1,7.8,8.8,small_projects,3,1.0,24.0
268,268,38.0,13.38,4,14,1,18.8,13.1,9.5,7.7,20.7,15.5,0.0,14.7,optimization,9,1.0,38.0
269,269,47.0,17.78,1,12,4,18.3,16.6,18.7,11.5,19.1,0.0,11.2,4.7,web_dev,0,1.0,47.0
270,270,67.0,13.19,2,12,7,20.3,27.0,7.9,12.6,1.9,8.4,20.4,1.4,maintenance,5,1.0,67.0
271,271,23.0,15.91,2,17,1,29.0,28.1,4.8,13.3,11.2,9.2,4.1,0.1,small_projects,3,1.0,23.0
272,272,62.0,10.97,3,17,5,30.0,27.2,12.9,12.1,0.0,0.3,13.2,4.4,startups,7,1.0,62.0
273,273,45.0,17.81,4,21,6,26.3,12.3,20.4,18.6,0.4,10.0,11.2,0.9,web_dev,0,1.0,45.0
274,274,30.0,17.51,5,13,6,25.8,17.4,7.8,6.4,11.7,13.4,7.3,10.3,small_projects,3,1.0,30.0
275,275,52.0,30.18,4,17,1,25.3,14.0,5.5,8.1,17.5,7.0,8.4,14.1,optimization,9,1.0,52.0
276,276,48.0,11.95,4,16,1,19.3,26.9,7.0,0.0,1.7,12.4,20.9,11.9,maintenance,5,1.0,48.0
277,277,36.0,13.53,3,13,2,11.5,15.4,1.5,31.6,23.4,11.8,4.8,0.0,enterprise,4,1.0,36.0
278,278,46.0,16.91,3,21,3,22.0,18.6,2.2,9.8,13.0,10.2,10.8,13.5,optimization,9,1.0,46.0
279,279,39.0,22.72,1,15,2,23.1,23.8,11.5,11.9,12.1,6.5,6.6,4.4,enterprise,4,1.0,39.0
280,280,47.0,6.27,5,11,2,32.5,25.0,0.0,16.2,0.0,3.9,9.2,13.3,enterprise,4,1.0,47.0
281,281,55.0,15.83,7,14,5,19.3,13.8,17.0,16.3,1.1,11.9,20.6,0.0,maintenance,5,1.0,55.0
282,282,69.0,0.0,3,12,6,18.0,15.3,24.7,3.7,12.7,4.9,15.4,5.3,web_dev,0,1.0,69.0
283,283,26.0,12.83,1,11,1,16.9,20.6,18.8,15.9,3.4,9.9,9.6,4.9,small_projects,3,1.0,26.0
284,284,77.0,23.58,6,20,1,22.8,24.1,9.6,6.8,4.3,5.4,14.8,12.3,consulting,8,1.0,77.0
286,286,43.0,16.41,1,9,2,29.2,10.5,9.6,7.5,0.0,10.7,5.8,26.7,frontend_focused,1,1.0,43.0
287,287,54.0,10.77,5,16,6,31.2,25.3,0.0,10.4,7.9,0.0,19.1,6.0,startups,7,1.0,54.0
288,288,49.0,8.12,1,12,4,11.1,18.7,12.0,8.7,2.7,15.4,18.8,12.6,backend_focused,2,1.0,49.0
289,289,36.0,22.77,6,18,3,22.4,15.8,4.8,3.4,13.3,8.1,16.8,15.4,frontend_focused,1,1.0,36.0
290,290,42.0,6.64,1,20,2,19.2,18.2,20.2,5.5,9.2,7.4,5.2,15.1,web_dev,0,1.0,42.0
291,291,38.0,17.34,3,13,3,28.3,18.7,6.9,13.2,5.7,7.8,3.9,15.4,frontend_focused,1,1.0,38.0
292,292,36.0,17.47,5,8,2,17.7,17.5,10.6,2.3,13.5,13.5,13.1,12.0,backend_focused,2,1.0,36.0
293,293,58.0,8.19,1,11,2,16.9,27.0,15.8,7.8,15.0,0.4,11.0,6.1,web_dev,0,1.0,58.0
294,294,50.0,16.25,7,12,5,12.5,26.2,16.5,9.1,9.0,11.2,10.1,5.4,specialized,6,1.0,50.0
295,295,35.0,7.52,4,11,7,40.1,19.6,14.8,0.0,0.0,18.5,0.1,6.9,backend_focused,2,1.0,35.0
296,296,58.0,19.17,1,9,2,17.7,27.3,16.3,6.0,8.9,11.3,7.8,4.7,startups,7,1.0,58.0
297,297,50.0,4.48,7,8,4,27.8,14.6,16.1,5.0,16.4,0.0,12.9,7.3,web_dev,0,1.0,50.0
298,298,57.0,12.28,2,16,4,16.3,16.1,9.2,5.8,14.2,15.8,15.0,7.6,consulting,8,1.0,57.0
299,299,54.0,12.98,2,20,6,23.2,20.6,0.6,2.5,5.9,14.8,15.0,17.4,frontend_focused,1,1.0,54.0
300,300,33.0,23.9,1,11,7,25.0,23.0,12.4,10.0,9.7,2.1,5.7,12.0,small_projects,3,1.0,33.0
301,301,37.0,16.12,6,15,1,19.1,14.4,13.7,7.1,11.9,8.8,9.8,15.3,frontend_focused,1,1.0,37.0
302,302,56.0,22.64,1,18,6,24.4,28.6,14.4,8.8,6.7,7.7,5.9,3.5,startups,7,1.0,56.0
303,303,54.0,19.44,4,15,2,25.8,15.6,22.2,15.6,6.1,3.7,5.8,5.3,web_dev,0,1.0,54.0
304,304,45.0,19.39,1,19,6,21.6,27.0,3.4,8.1,11.6,16.7,5.0,6.7,backend_focused,2,1.0,45.0
305,305,47.0,12.34,3,19,1,17.4,8.1,17.0,16.3,12.6,4.7,16.6,7.4,web_dev,0,1.0,47.0
306,306,64.0,23.17,7,21,1,19.1,23.0,0.0,0.6,9.5,13.7,11.0,23.1,frontend_focused,1,1.0,64.0
307,307,36.0,12.15,5,11,3,21.5,10.2,11.4,4.5,15.3,11.9,12.0,13.1,optimization,9,1.0,36.0
308,308,53.0,1.16,6,15,6,28.0,21.6,14.5,13.7,3.4,4.6,10.4,3.7,web_dev,0,1.0,53.0
309,309,42.0,13.28,4,19,5,18.4,9.6,9.9,14.0,9.4,8.4,24.6,5.6,maintenance,5,1.0,42.0
310,310,42.0,18.63,1,11,6,22.9,20.3,0.0,19.7,4.0,9.4,12.1,11.6,enterprise,4,1.0,42.0
311,311,61.0,2.15,6,13,3,17.6,21.0,11.1,0.0,18.9,7.4,16.7,7.2,optimization,9,1.0,61.0
312,312,57.0,7.92,3,20,7,15.1,16.9,30.7,0.0,19.5,0.5,4.4,12.9,web_dev,0,1.0,57.0
313,313,57.0,5.16,6,12,4,13.7,24.5,13.5,9.0,0.0,12.8,13.2,13.3,consulting,8,1.0,57.0
314,314,65.0,21.29,1,18,7,16.6,20.7,15.9,0.0,16.5,12.8,0.0,17.5,consulting,8,1.0,65.0
315,315,45.0,28.38,4,21,3,28.3,24.8,7.6,4.6,15.8,18.8,0.0,0.0,backend_focused,2,1.0,45.0
316,316,55.0,13.32,4,8,5,14.9,26.1,14.4,7.9,11.2,10.0,8.0,7.6,startups,7,1.0,55.0
317,317,40.0,19.25,2,16,4,23.0,12.7,14.2,5.6,9.2,15.6,10.7,8.9,backend_focused,2,1.0,40.0
318,318,50.0,19.04,2,18,7,19.6,23.5,3.9,14.3,16.0,14.9,6.5,1.3,optimization,9,1.0,50.0
319,319,43.0,27.43,1,13,3,18.2,13.0,15.0,18.1,12.2,14.6,8.6,0.3,specialized,6,1.0,43.0
320,320,46.0,9.78,7,21,5,25.1,23.4,13.2,7.0,1.3,10.4,16.5,3.1,web_dev,0,1.0,46.0
321,321,54.0,13.24,5,19,2,18.2,12.8,12.3,3.2,15.0,6.6,19.8,12.1,optimization,9,1.0,54.0
322,322,33.0,12.27,3,17,2,17.7,31.0,10.5,4.8,7.8,9.5,7.2,11.5,small_projects,3,1.0,33.0
323,323,76.0,15.6,2,20,1,21.5,21.1,17.3,9.3,7.3,21.3,0.0,2.2,consulting,8,1.0,76.0
324,324,30.0,35.03,7,18,3,16.8,11.8,15.1,20.0,14.7,4.5,5.2,12.0,specialized,6,1.0,30.0
325,325,27.0,15.25,2,16,4,14.0,25.5,7.2,14.5,18.0,10.8,9.9,0.0,small_projects,3,1.0,27.0
326,326,62.0,8.16,7,11,7,23.4,24.5,2.8,1.0,14.4,15.5,3.1,15.3,startups,7,1.0,62.0
327,327,57.0,5.76,5,11,1,12.5,20.1,26.0,16.6,7.7,0.0,6.7,10.4,web_dev,0,1.0,57.0
328,328,54.0,25.02,6,21,6,20.8,12.4,7.0,8.1,15.6,14.8,8.7,12.6,consulting,8,1.0,54.0
329,329,54.0,8.13,4,11,3,21.2,22.8,6.9,8.2,0.0,19.3,21.2,0.4,maintenance,5,1.0,54.0
330,330,45.0,20.31,1,9,6,20.1,26.7,12.7,16.0,6.7,4.0,2.9,10.9,enterprise,4,1.0,45.0
331,331,32.0,9.56,1,10,4,24.9,13.5,12.6,4.3,11.2,11.4,6.0,16.0,small_projects,3,1.0,32.0
332,332,46.0,4.87,3,20,2,20.5,24.0,10.5,6.3,0.6,19.0,4.3,14.9,backend_focused,2,1.0,46.0
333,333,35.0,19.84,5,12,1,24.9,17.4,5.8,10.6,4.3,14.1,8.3,14.6,backend_focused,2,1.0,35.0
334,334,60.0,9.95,7,20,4,21.1,24.8,7.8,15.4,5.8,15.3,6.9,3.0,enterprise,4,1.0,60.0
335,335,43.0,18.4,7,11,3,19.8,16.1,11.8,0.0,13.6,19.8,0.5,18.4,backend_focused,2,1.0,43.0
336,336,33.0,18.99,6,8,1,18.3,20.8,8.5,10.4,11.6,14.6,2.5,13.3,small_projects,3,1.0,33.0
337,337,40.0,19.37,5,15,4,30.4,9.9,9.1,18.2,10.7,3.0,15.6,3.2,enterprise,4,1.0,40.0
338,338,51.0,12.85,5,11,3,22.6,20.7,5.1,17.1,7.6,18.8,0.0,8.2,backend_focused,2,1.0,51.0
339,339,37.0,20.49,4,11,6,22.5,25.6,11.9,15.1,10.0,0.4,12.3,2.2,enterprise,4,1.0,37.0
340,340,33.0,7.62,5,14,4,18.1,18.1,9.3,3.4,25.1,11.3,6.5,8.3,optimization,9,1.0,33.0
341,341,49.0,0.0,4,13,1,15.7,18.1,13.0,8.5,8.5,8.4,15.0,12.9,frontend_focused,1,1.0,49.0
342,342,49.0,20.66,1,21,3,11.8,18.7,9.5,9.0,14.4,10.8,15.4,10.4,specialized,6,1.0,49.0
343,343,37.0,16.32,7,9,5,20.7,20.3,4.8,13.8,12.3,6.1,11.5,10.5,enterprise,4,1.0,37.0
344,344,38.0,10.12,7,11,1,21.1,17.8,19.8,8.4,6.6,13.2,4.7,8.4,web_dev,0,1.0,38.0
345,345,48.0,3.23,4,19,4,9.1,26.6,10.1,13.4,10.8,11.9,5.4,12.7,specialized,6,1.0,48.0
346,346,23.0,0.0,1,9,5,15.0,15.1,2.2,12.6,15.7,11.7,12.8,14.8,small_projects,3,1.0,23.0
347,347,24.0,15.41,7,19,3,10.1,16.2,18.8,16.3,4.7,13.6,3.5,16.8,small_projects,3,1.0,24.0
348,348,34.0,28.19,3,10,2,23.5,17.2,15.5,11.3,11.2,6.2,8.5,6.6,small_projects,3,1.0,34.0
349,349,42.0,13.89,5,18,4,27.8,16.0,6.7,11.2,13.4,2.2,8.1,14.6,frontend_focused,1,1.0,42.0
350,350,50.0,12.11,3,18,7,19.4,23.1,12.2,11.2,3.1,17.2,4.2,9.6,backend_focused,2,1.0,50.0
351,351,67.0,14.81,5,17,6,9.7,23.3,24.6,11.0,8.9,13.9,2.1,6.5,consulting,8,1.0,67.0
352,352,58.0,32.43,6,13,4,7.3,27.0,14.4,23.1,5.9,6.0,4.9,11.6,specialized,6,1.0,58.0
353,353,43.0,21.02,3,20,1,22.3,8.8,12.8,7.7,3.0,13.9,16.4,15.1,frontend_focused,1,1.0,43.0
354,354,45.0,7.53,2,18,2,22.9,7.8,8.7,4.8,15.1,8.4,18.8,13.4,optimization,9,1.0,45.0
355,355,30.0,15.22,2,16,1,29.4,12.9,7.1,18.9,11.1,0.0,12.5,8.1,enterprise,4,1.0,30.0
356,356,45.0,17.66,4,21,7,21.4,22.8,12.1,4.4,15.3,11.8,4.2,8.0,optimization,9,1.0,45.0
357,357,41.0,6.55,6,8,5,6.4,23.2,2.9,9.4,33.4,12.8,0.0,11.9,optimization,9,1.0,41.0
358,358,50.0,21.07,3,11,2,24.1,16.2,8.6,9.3,1.5,22.8,5.5,12.0,backend_focused,2,1.0,50.0
359,359,33.0,8.46,5,21,2,17.3,24.4,10.7,8.3,14.5,12.1,8.5,4.2,small_projects,3,1.0,33.0
360,360,53.0,2.91,1,15,1,30.3,1.7,12.1,10.1,0.0,15.5,17.7,12.6,backend_focused,2,1.0,53.0
361,361,68.0,15.61,4,20,2,23.8,16.8,20.8,13.5,4.3,5.1,12.7,3.0,web_dev,0,1.0,68.0
362,362,43.0,14.34,6,11,4,24.1,18.5,3.9,6.6,16.6,16.8,0.0,13.5,optimization,9,1.0,43.0
363,363,51.0,14.99,4,13,3,15.1,19.3,17.9,7.0,4.4,19.6,10.6,6.1,backend_focused,2,1.0,51.0
364,364,55.0,8.88,6,18,6,24.4,22.6,10.9,6.8,14.7,0.1,5.5,15.0,frontend_focused,1,1.0,55.0
365,365,39.0,10.0,2,8,1,15.7,34.4,0.0,20.7,4.3,3.9,9.9,11.0,enterprise,4,1.0,39.0
366,366,48.0,24.03,6,17,5,10.0,17.8,17.0,9.1,15.0,19.0,12.2,0.0,specialized,6,1.0,48.0
367,367,45.0,18.53,3,20,6,19.8,0.0,9.0,9.1,19.8,13.1,20.2,9.0,maintenance,5,1.0,45.0
368,368,46.0,7.35,3,11,1,23.0,17.3,17.0,7.6,8.4,12.5,1.5,12.7,web_dev,0,1.0,46.0
369,369,33.0,0.0,6,14,1,25.0,14.8,4.8,14.4,11.2,19.1,10.6,0.0,backend_focused,2,1.0,33.0
370,370,45.0,7.68,4,13,5,9.2,21.9,7.2,12.3,15.5,15.9,4.4,13.6,specialized,6,1.0,45.0
371,371,52.0,16.26,7,16,5,22.6,18.3,12.1,5.6,16.7,8.9,8.4,7.4,optimization,9,1.0,52.0
372,372,67.0,9.94,2,18,5,24.3,19.9,0.0,25.2,8.9,13.8,6.9,0.9,enterprise,4,1.0,67.0
373,373,59.0,9.32,1,10,3,26.4,12.1,5.5,14.5,13.1,8.1,20.4,0.0,maintenance,5,1.0,59.0
374,374,77.0,10.29,2,12,5,8.2,19.0,0.0,17.0,25.2,15.1,9.8,5.7,consulting,8,1.0,77.0
375,375,33.0,14.42,3,14,5,17.4,27.8,3.5,9.0,12.0,12.7,14.2,3.4,small_projects,3,1.0,33.0
376,376,58.0,21.28,1,19,7,17.0,16.9,14.6,4.4,10.8,10.2,15.3,10.9,consulting,8,1.0,58.0
377,377,48.0,15.0,7,18,2,16.9,19.8,3.0,9.3,13.2,6.0,20.6,11.1,maintenance,5,1.0,48.0
378,378,78.0,15.5,7,8,1,20.8,22.4,5.5,0.0,10.0,9.2,15.5,16.6,consulting,8,1.0,78.0
379,379,33.0,13.2,4,19,5,21.4,31.7,0.0,2.5,0.0,14.8,12.2,17.4,backend_focused,2,1.0,33.0
380,380,32.0,11.01,7,16,5,25.2,15.3,7.2,12.2,18.9,21.3,0.0,0.0,backend_focused,2,1.0,32.0
381,381,36.0,22.15,1,18,3,21.3,23.7,0.0,14.4,1.6,13.3,12.3,13.3,enterprise,4,1.0,36.0
383,383,37.0,31.36,2,10,3,17.6,11.2,16.4,10.0,9.0,4.0,9.5,22.5,frontend_focused,1,1.0,37.0
384,384,34.0,19.88,1,15,5,22.8,26.4,12.3,12.1,9.4,0.6,3.7,12.7,small_projects,3,1.0,34.0
385,385,47.0,11.01,5,9,4,34.6,27.3,0.0,5.7,17.2,15.1,0.0,0.0,optimization,9,1.0,47.0
386,386,50.0,7.76,3,11,4,18.7,18.3,7.7,15.1,5.6,4.6,16.6,13.4,enterprise,4,1.0,50.0
387,387,73.0,22.62,4,14,2,16.6,22.2,11.4,4.0,10.5,9.3,12.8,13.4,consulting,8,1.0,73.0
388,388,59.0,8.48,1,16,7,17.4,22.1,8.0,13.1,2.2,4.6,17.4,15.2,frontend_focused,1,1.0,59.0
389,389,36.0,21.48,1,11,2,24.8,13.2,1.3,19.4,12.6,16.2,2.7,9.9,enterprise,4,1.0,36.0
390,390,32.0,8.92,7,8,3,24.9,30.9,16.8,14.5,0.0,11.7,0.0,1.2,small_projects,3,1.0,32.0
391,391,52.0,17.79,6,14,4,21.0,9.9,2.1,25.9,13.1,8.5,11.4,8.2,enterprise,4,1.0,52.0
392,392,25.0,6.52,5,10,7,28.1,23.8,14.7,6.2,1.4,4.6,2.0,19.3,small_projects,3,1.0,25.0
393,393,72.0,21.24,7,18,7,25.9,35.7,10.9,0.0,1.1,0.0,9.7,16.8,startups,7,1.0,72.0
394,394,63.0,5.13,6,17,3,12.8,24.3,15.7,15.0,1.4,15.9,5.1,9.7,consulting,8,1.0,63.0
395,395,38.0,17.18,6,16,4,22.2,16.2,26.6,10.2,5.0,6.1,7.8,6.0,web_dev,0,1.0,38.0
396,396,19.0,13.42,6,17,6,18.3,23.1,5.0,7.3,8.8,14.4,6.9,16.1,small_projects,3,1.0,19.0
397,397,65.0,15.81,2,16,5,19.7,11.6,1.8,10.4,11.9,19.0,10.2,15.4,consulting,8,1.0,65.0
398,398,43.0,11.83,5,9,2,28.9,13.6,10.0,15.1,1.7,6.1,18.3,6.4,enterprise,4,1.0,43.0
399,399,64.0,11.65,1,19,5,22.6,22.1,9.5,10.8,4.1,12.2,9.8,8.9,consulting,8,1.0,64.0
400,400,21.0,16.24,3,14,6,23.4,12.6,13.5,5.9,0.0,8.3,15.5,20.8,small_projects,3,1.0,21.0
401,401,36.0,6.98,1,21,6,16.8,19.6,6.5,17.9,22.9,5.6,0.0,10.8,optimization,9,1.0,36.0
402,402,45.0,6.94,1,15,7,32.2,17.6,4.8,3.4,6.3,11.2,13.5,11.0,backend_focused,2,1.0,45.0
403,403,46.0,12.13,1,18,7,15.5,29.2,12.8,0.0,11.6,18.0,5.2,7.7,backend_focused,2,1.0,46.0
404,404,38.0,11.82,6,8,3,16.3,18.9,12.0,11.7,9.1,18.2,1.8,11.9,backend_focused,2,1.0,38.0
405,405,54.0,6.96,5,12,4,18.4,19.8,2.7,5.6,12.7,8.7,12.2,20.0,frontend_focused,1,1.0,54.0
406,406,29.0,22.39,7,20,6,18.8,14.3,9.6,10.3,2.8,16.3,15.5,12.3,small_projects,3,1.0,29.0
407,407,43.0,12.32,5,18,3,29.9,15.0,20.0,6.5,0.0,20.8,7.9,0.0,backend_focused,2,1.0,43.0
408,408,47.0,13.19,4,15,3,9.7,13.1,15.1,17.7,0.0,27.2,8.5,8.7,backend_focused,2,1.0,47.0
409,409,53.0,4.38,4,20,4,21.7,21.9,7.4,3.4,13.1,10.9,18.0,3.5,optimization,9,1.0,53.0
410,410,56.0,31.57,6,20,2,14.3,18.6,15.3,8.7,6.7,17.4,6.9,12.2,specialized,6,1.0,56.0
411,411,28.0,34.42,7,20,4,5.8,21.5,14.2,13.8,9.6,14.6,9.7,10.8,specialized,6,1.0,28.0
412,412,22.0,8.76,6,17,2,20.9,30.5,0.0,10.9,13.2,6.3,13.8,4.3,small_projects,3,1.0,22.0
413,413,64.0,24.81,4,9,5,25.5,20.2,9.4,8.0,8.6,6.5,1.8,20.1,frontend_focused,1,1.0,64.0
414,414,50.0,14.27,1,8,3,9.0,24.0,17.0,18.6,3.4,7.5,0.0,20.4,specialized,6,1.0,50.0
415,415,34.0,27.83,4,21,7,26.5,27.6,4.2,18.4,6.3,4.2,12.9,0.0,enterprise,4,1.0,34.0
416,416,68.0,17.69,7,17,7,20.9,14.0,11.2,21.8,4.2,7.6,9.2,11.1,consulting,8,1.0,68.0
417,417,47.0,15.8,4,11,5,17.1,30.3,15.1,4.9,3.1,11.5,12.6,5.3,startups,7,1.0,47.0
418,418,63.0,0.0,2,8,7,15.9,16.0,8.0,4.1,15.0,10.2,17.6,13.1,consulting,8,1.0,63.0
419,419,46.0,7.97,6,20,2,33.3,15.5,8.0,12.9,5.1,8.1,5.6,11.5,enterprise,4,1.0,46.0
420,420,76.0,15.16,6,12,5,18.3,28.8,9.3,15.6,11.2,0.9,13.1,2.9,consulting,8,1.0,76.0
421,421,71.0,16.59,5,15,1,18.3,28.4,6.9,5.6,9.5,7.7,17.3,6.3,startups,7,1.0,71.0
422,422,41.0,5.28,4,18,2,13.8,12.7,4.9,22.6,0.0,16.3,10.4,19.2,enterprise,4,1.0,41.0
423,423,60.0,9.17,5,15,7,27.2,16.6,13.7,7.0,9.3,13.2,9.7,3.4,consulting,8,1.0,60.0
424,424,55.0,19.43,3,16,7,18.2,15.3,7.8,12.3,12.5,5.4,15.5,12.9,consulting,8,1.0,55.0
425,425,66.0,3.93,6,12,2,15.1,24.7,21.2,14.8,0.0,10.0,9.2,5.0,web_dev,0,1.0,66.0
426,426,31.0,16.07,2,15,4,28.7,16.7,0.3,7.5,3.1,22.7,9.2,11.8,backend_focused,2,1.0,31.0
427,427,55.0,24.9,3,17,6,26.3,26.3,12.0,2.3,12.9,0.5,13.1,6.6,startups,7,1.0,55.0
428,428,61.0,18.08,6,12,7,10.2,13.1,4.3,20.9,11.9,8.4,11.5,19.6,consulting,8,1.0,61.0
429,429,19.0,17.68,5,14,6,15.1,22.1,10.7,9.3,17.8,11.1,7.4,6.4,small_projects,3,1.0,19.0
430,430,27.0,0.0,5,20,2,19.6,28.4,2.8,19.2,6.2,4.4,9.0,10.4,small_projects,3,1.0,27.0
432,432,41.0,31.43,4,15,5,10.9,19.3,13.2,22.0,7.3,13.8,8.4,5.1,specialized,6,1.0,41.0
433,433,56.0,10.21,2,20,6,29.7,24.0,3.5,1.6,4.4,14.9,4.2,17.7,frontend_focused,1,1.0,56.0
434,434,68.0,25.12,5,19,3,9.3,6.8,10.2,7.3,0.1,0.0,44.0,22.3,maintenance,5,1.0,68.0
435,435,46.0,10.11,1,19,7,22.8,22.4,12.2,13.0,12.4,5.3,6.8,5.1,enterprise,4,1.0,46.0
436,436,69.0,12.78,2,20,3,20.4,16.8,13.3,0.9,8.2,18.6,9.4,12.4,consulting,8,1.0,69.0
